Warehouse_Source,Country,code,description,category,subcategory,lean_fit,automation_potential,records,buyers,first_date,last_date,median_estimated_value,median_bidders,one_bidder_rows
Canada federal,Canada,*43230000 *43232404 *43232804,*Software *Graphical user interface development software *Administration software,Other,*Software *Graphical user interface development software *Administration software,15,20,1,1,2024-04-17,2024-04-17,,,0
Canada federal,Canada,*26120000 *26121500 *26121600 *31160000 *39120000 *39121400 *39121700,*Electrical wire and cable and harness *Electrical wire *Electrical cable and accessories *Hardware *Electrical equipment and components and supplies *Electrical lugs plugs and connectors *Electrical hardware and supplies,Other,*Electrical wire and cable and harness *Electrical wire *Electrical cable and accessories *Hardware *Electrical equipment and components and supplies *Electrical lugs plugs and connectors *Electrical hardware and supplies,15,20,1,1,2024-07-24,2024-07-24,,,0
Canada federal,Canada,*43232400,*Development software,Other,*Development software,15,20,1,1,2025-09-26,2025-09-26,,,0
Canada federal,Canada,*72101507 *72101509 *72101510 *72102302 *72103300 *72151200 *72151511 *72151514 *72154200 *72154300 *72154501 *76111500 *76111503 *78141805 *78181500,*Building maintenance service *Fire protection system and equipment maintenance or repair service *Plumbing system maintenance or repair *Heating systems installation repair or maintenance *Infrastructure maintenance and repair services *Heating and cooling and air conditioning HVAC construction and maintenance services *Lighting system maintenance or repair service *Standby or emergency power maintenance service *Instrumentation installation maintenance and repair services *Motive and electrical power generation equipment maintenance and repair services *Heavy equipment maintenance and repair service *General building and office cleaning and maintenance services *Lighting maintenance services *Aerodrome or airport or aviation facility operations service *Vehicle maintenance and repair services,Other,*Building maintenance service *Fire protection system and equipment maintenance or repair service *Plumbing system maintenance or repair *Heating systems installation repair or maintenance *Infrastructure maintenance and repair services *Heating and cooling and air conditioning HVAC construction and maintenance services *Lighting system maintenance or repair service *Standby or emergency power maintenance service *Instrumentation installation maintenance and repair services *Motive and electrical power generation equipment maintenance and repair services *Heavy equipment maintenance and repair service *General building and office cleaning and maintenance services *Lighting maintenance services *Aerodrome or airport or aviation facility operations service *Vehicle maintenance and repair services,15,20,1,1,2023-12-15,2023-12-15,,,0
Canada federal,Canada,*86132100 *86132201,"*Training planning, facilitation and delivery services *Training workshop service",Other,"*Training planning, facilitation and delivery services *Training workshop service",15,20,1,1,2024-02-26,2024-02-26,,,0
Canada federal,Canada,*46151609 *46170000 *46171500 *46171524 *46171525 *46171600 *46171604 *46171610 *46171611 *46171619 *72151700,*Identification card discriminator *Security surveillance and detection *Locks and security hardware and accessories *Card key lock *Key card for lock *Surveillance and detection equipment *Alarm systems *Security cameras *Video identification systems *Security or access control systems *Safety and security system installation services,Other,*Identification card discriminator *Security surveillance and detection *Locks and security hardware and accessories *Card key lock *Key card for lock *Surveillance and detection equipment *Alarm systems *Security cameras *Video identification systems *Security or access control systems *Safety and security system installation services,15,20,1,1,2026-02-03,2026-02-03,,,0
Canada federal,Canada,*80141607 *80141900,*Events management *Trade shows and exhibits,Other,*Events management *Trade shows and exhibits,15,20,1,1,2026-04-20,2026-04-20,,,0
Canada federal,Canada,*46171500 *46171619 *72151700 *92121700,*Locks and security hardware and accessories *Security or access control systems *Safety and security system installation services *Security systems services,Other,*Locks and security hardware and accessories *Security or access control systems *Safety and security system installation services *Security systems services,15,20,1,1,2024-07-05,2024-07-05,,,0
Canada federal,Canada,*60105300 *86111504 *86111600 *86130000 *86132200 *86132203 *86132206 *86132212 *86141500 *86141501,*Career education instructional materials *Non certificated distance learning services *Adult education *Specialized educational services *Educational support services *Educational planning service *Teaching and educational research service *Educational data collection service *Educational guidance services *Educational advisory services,Other,*Career education instructional materials *Non certificated distance learning services *Adult education *Specialized educational services *Educational support services *Educational planning service *Teaching and educational research service *Educational data collection service *Educational guidance services *Educational advisory services,15,20,1,1,2024-02-02,2024-02-02,,,0
Canada federal,Canada,*43230000 *81112208,*Software *Security and protection software maintenance,Other,*Software *Security and protection software maintenance,15,20,1,1,2025-09-29,2025-09-29,,,0
Canada federal,Canada,*43230000 *43231500 *43232200 *43232300 *43232700 *43232800 *43232900 *43233700,*Software *Business function specific software *Content management software *Data management and query software *Network applications software *Network management software *Networking software *System management software,Other,*Software *Business function specific software *Content management software *Data management and query software *Network applications software *Network management software *Networking software *System management software,15,20,1,1,2025-11-26,2025-11-26,,,0
Canada federal,Canada,*80141700 *80141800,*Distribution *Mailing services,Other,*Distribution *Mailing services,15,20,1,1,2024-05-07,2024-05-07,,,0
United Kingdom,United Kingdom,79130000,Legal documentation and certification services,Other,Legal documentation and certification services,15,20,1,1,2025-02-20,2025-02-20,,,0
France,France,"33,21","Bâtiment,Audit",Other,Services,15,20,1,1,2026-05-28,2026-05-28,,,0
France,France,79212300,"Audit,Prestations de services,Expertise comptable",Other,Services,15,20,1,1,2026-04-24,2026-04-24,,,0
Canada federal,Canada,*46190000 *46191500 *46191505 *72101509 *72101516,*Fire protection *Fire prevention *Fire alarm systems *Fire protection system and equipment maintenance or repair service *Fire extinguisher inspection maintenance and repair service,Other,*Fire protection *Fire prevention *Fire alarm systems *Fire protection system and equipment maintenance or repair service *Fire extinguisher inspection maintenance and repair service,15,20,1,1,2025-12-08,2025-12-08,,,0
Canada federal,Canada,*72120000 *72121100 *72121101 *72121400 *81101508,*Nonresidential building construction services *Commercial and office building construction services *Commercial and office building new construction service *Specialized public building construction services *Architectural engineering,Other,*Nonresidential building construction services *Commercial and office building construction services *Commercial and office building new construction service *Specialized public building construction services *Architectural engineering,15,20,1,1,2025-02-24,2025-02-24,,,0
Canada federal,Canada,*72121103 *72152606,*Commercial and office building renovation and repair service *Siding installation and repair service,Other,*Commercial and office building renovation and repair service *Siding installation and repair service,15,20,1,1,2026-06-26,2026-06-26,,,0
Canada federal,Canada,*77101500 *77101700 *81101516,*Environmental impact assessment *Environmental advisory services *Energy or utility consulting service,Other,*Environmental impact assessment *Environmental advisory services *Energy or utility consulting service,15,20,1,1,2026-01-12,2026-01-12,,,0
Canada federal,Canada,*AJ212528,*Computer Systems Security (R&D),Other,*Computer Systems Security (R&D),15,20,1,1,2024-02-07,2024-02-07,,,0
Canada federal,Canada,*45121506,*Video conference cameras,Other,*Video conference cameras,15,20,1,1,2026-07-28,2026-07-28,,,0
Canada federal,Canada,*72151508,*Computerized controls installation service,Other,*Computerized controls installation service,15,20,1,1,2025-07-18,2025-07-18,,,0
Canada federal,Canada,*81112205,*Database management system software maintenance,Other,*Database management system software maintenance,15,20,1,1,2026-01-07,2026-01-07,,,0
Canada federal,Canada,*U099S,*Safety Training Courses,Other,*Safety Training Courses,15,20,1,1,2023-11-09,2023-11-09,,,0
Canada federal,Canada,*80101700 *80101702 *81101516 *83101901 *83101902,*Industrial management *Productivity or efficiency studies or implementation *Energy or utility consulting service *Energy conservation programs *Energy use reduction measures,Other,*Industrial management *Productivity or efficiency studies or implementation *Energy or utility consulting service *Energy conservation programs *Energy use reduction measures,15,20,1,1,2024-12-04,2024-12-04,,,0
Canada federal,Canada,*43233700 *80161604,*System management software *Information technology IT management services,Other,*System management software *Information technology IT management services,15,20,1,1,2023-09-25,2023-09-25,,,0
Canada federal,Canada,*86100000 *86131800,*Vocational training *Military education,Other,*Vocational training *Military education,15,20,1,1,2026-05-07,2026-05-07,,,0
Canada federal,Canada,*39120000 *41110000 *41111900 *43210000,*Electrical equipment and components and supplies *Measuring and observing and testing instruments *Indicating and recording instruments *Computer Equipment and Accessories,Other,*Electrical equipment and components and supplies *Measuring and observing and testing instruments *Indicating and recording instruments *Computer Equipment and Accessories,15,20,1,1,2025-08-08,2025-08-08,,,0
Canada federal,Canada,*12160000 *26101100 *31111600 *31160000 *41110000 *46171600,*Additives *Electric alternating current AC motors *Impact extrusions *Hardware *Measuring and observing and testing instruments *Surveillance and detection equipment,Other,*Additives *Electric alternating current AC motors *Impact extrusions *Hardware *Measuring and observing and testing instruments *Surveillance and detection equipment,15,20,1,1,2026-02-17,2026-02-17,,,0
Canada federal,Canada,*52131600 *52131700 *72153608,*Blinds and shades *Window treatment accessories and hardware *Window treatment installation service,Other,*Blinds and shades *Window treatment accessories and hardware *Window treatment installation service,15,20,1,1,2023-10-19,2023-10-19,,,0
Canada federal,Canada,*43211700,*Computer data input devices,Other,*Computer data input devices,15,20,1,1,2024-03-08,2024-03-08,,,0
Canada federal,Canada,*30180000 *30181500 *30181600 *30181700 *30181800 *40141700 *40141719 *40141720 *40141725 *40141726 *40141727 *40141731 *40141732 *40141734 *40141735 *40141736 *40141737 *40141738 *40141739 *40141740 *40141741 *40141742 *40141743 *40141744 *40141745 *40141746 *40141747 *40141749 *40141750 *40141751 *40141755 *40141756 *40141757 *40141758 *40141759 *40141760 *40141761 *40141762 *40141763 *40141764 *40141765 *40141766 *40141767 *40141768 *40141769 *40141770,"*Plumbing fixtures *Sanitary ware *Non sanitary residential fixtures *Faucets or taps *Faucet and shower heads, jets and parts and accessories *Hardware and fittings *Plumbing adapters *Plumbing connectors *Plumbing hangers *Hydrants *Plumbing vents *Nozzles *Plumbing spiders *Hose fitting *Funnels *Grease fitting *Diaphragms *Drain plugs *Drain covers *Fuel cocks *Orifice fittings *Atomizers *Nozzle tips or caps *Drain bowls *Fusible plugs *Sight glass *Grease trap *Vacuum breaker *Waste arm *Wall bend *Pipe sway brace *Pipe connection box accessory *Escutcheon *Drainage channel *Floor drain *Non freeze hydrant *Piping manifold *Water meter protection tub *Water hammer arrester *Hose assembly *Drain separator *Snap tap with saddle for water works *Pipe shoe *Pitless adapter *Valve box or valve room *Pipe fusion machine",Other,"*Plumbing fixtures *Sanitary ware *Non sanitary residential fixtures *Faucets or taps *Faucet and shower heads, jets and parts and accessories *Hardware and fittings *Plumbing adapters *Plumbing connectors *Plumbing hangers *Hydrants *Plumbing vents *Nozzles *Plumbing spiders *Hose fitting *Funnels *Grease fitting *Diaphragms *Drain plugs *Drain covers *Fuel cocks *Orifice fittings *Atomizers *Nozzle tips or caps *Drain bowls *Fusible plugs *Sight glass *Grease trap *Vacuum breaker *Waste arm *Wall bend *Pipe sway brace *Pipe connection box accessory *Escutcheon *Drainage channel *Floor drain *Non freeze hydrant *Piping manifold *Water meter protection tub *Water hammer arrester *Hose assembly *Drain separator *Snap tap with saddle for water works *Pipe shoe *Pitless adapter *Valve box or valve room *Pipe fusion machine",15,20,1,1,2025-01-16,2025-01-16,,,0
Canada federal,Canada,*43230000 *43231500 *43232300 *43232600,*Software *Business function specific software *Data management and query software *Industry specific software,Other,*Software *Business function specific software *Data management and query software *Industry specific software,15,20,1,1,2025-06-13,2025-06-13,,,0
Canada federal,Canada,*10151700 *72102903 *76111500,*Grass and forage seeds and seedlings *Snow removal services *General building and office cleaning and maintenance services,Other,*Grass and forage seeds and seedlings *Snow removal services *General building and office cleaning and maintenance services,15,20,1,1,2025-06-17,2025-06-17,,,0
Canada federal,Canada,*53100000 *53102500,*Clothing *Clothing accessories,Other,*Clothing *Clothing accessories,15,20,1,1,2025-08-22,2025-08-22,,,0
Canada federal,Canada,*46201000,*Public safety training equipment,Other,*Public safety training equipment,15,20,1,1,2025-10-29,2025-10-29,,,0
Canada federal,Canada,*72121100 *72121103 *72121400 *72150000,*Commercial and office building construction services *Commercial and office building renovation and repair service *Specialized public building construction services *Specialized trade construction and maintenance services,Other,*Commercial and office building construction services *Commercial and office building renovation and repair service *Specialized public building construction services *Specialized trade construction and maintenance services,15,20,1,1,2026-01-12,2026-01-12,,,0
Canada federal,Canada,*25191500 *25191800 *46201000,*Air transportation support systems and equipment *Vehicle testing and measuring equipment *Public safety training equipment,Other,*Air transportation support systems and equipment *Vehicle testing and measuring equipment *Public safety training equipment,15,20,1,1,2026-03-25,2026-03-25,,,0
Canada federal,Canada,*53100000 *53102500 *53102501,*Clothing *Clothing accessories *Belts or suspenders,Other,*Clothing *Clothing accessories *Belts or suspenders,15,20,1,1,2026-04-17,2026-04-17,,,0
Ireland,Ireland,45314320.0,Installation of computer cabling.,Other,Installation of computer cabling.,15,20,1,1,2025-02-21,2025-02-21,,,0
United Kingdom,United Kingdom,71321300,Plumbing consultancy services,Other,Plumbing consultancy services,15,20,1,1,2025-02-07,2025-02-07,,,0
Canada federal,Canada,*86000000 *86100000 *86101600 *86130000,*Education and Training Services *Vocational training *Scientific vocational training services *Specialized educational services,Other,*Education and Training Services *Vocational training *Scientific vocational training services *Specialized educational services,15,20,1,1,2025-12-10,2025-12-10,,,0
France,France,"455,21","Ingénierie,Audit",Other,Services,15,20,1,1,2025-12-02,2025-12-02,,,0
Canada federal,Canada,*78111808 *86132100 *90111500,"*Vehicle rental *Training planning, facilitation and delivery services *Hotels and motels and inns",Other,"*Vehicle rental *Training planning, facilitation and delivery services *Hotels and motels and inns",15,20,1,1,2024-12-18,2024-12-18,,,0
Canada federal,Canada,*25131509 *81162308 *86131700 *86131800 *86132100 *86132204,"*Fixed wing training aircraft or trainer *Training process as a service *Driving and flying and sailing *Military education *Training planning, facilitation and delivery services *Curriculum development service",Other,"*Fixed wing training aircraft or trainer *Training process as a service *Driving and flying and sailing *Military education *Training planning, facilitation and delivery services *Curriculum development service",15,20,1,1,2024-05-17,2024-05-17,,,0
Canada federal,Canada,*44100000 *44101600,*Office machines and their supplies and accessories *Paper processing machines and accessories,Other,*Office machines and their supplies and accessories *Paper processing machines and accessories,15,20,1,1,2024-10-25,2024-10-25,,,0
Canada federal,Canada,*72000000 *72103300 *72121103 *72150000 *81101513,*Building and Facility Construction and Maintenance Services *Infrastructure maintenance and repair services *Commercial and office building renovation and repair service *Specialized trade construction and maintenance services *Building construction management,Other,*Building and Facility Construction and Maintenance Services *Infrastructure maintenance and repair services *Commercial and office building renovation and repair service *Specialized trade construction and maintenance services *Building construction management,15,20,1,1,2024-05-03,2024-05-03,,,0
Canada federal,Canada,*56112101,*Auditorium or stadium or special use seating,Other,*Auditorium or stadium or special use seating,15,20,1,1,2023-09-07,2023-09-07,,,0
France,France,"21,203","Audit,Matériel électrique",Other,Services,15,20,1,1,2025-05-15,2025-05-15,,,0
Canada federal,Canada,*24101613 *25170000 *25172000 *25172400 *25172900 *25173800 *25174000 *25174800 *31160000 *31161900 *31162600 *31162800 *31171600 *39121300 *40100000 *40101806 *40141600 *40142000 *40170000 *40171500,*Blocks or pulleys *Transportation components and systems *Suspension system components *Fuel tanks and systems *Exterior vehicle lighting *Drivetrain systems *Engine coolant system *Specialized vehicle systems and components *Hardware *Springs *Hooks *Miscellaneous hardware *Bushings *Electrical boxes and enclosures and fittings and accessories *Heating and ventilation and air circulation *Heat pumps *Valves *Hoses *Pipe piping and pipe fittings *Commercial pipe and piping,Other,*Blocks or pulleys *Transportation components and systems *Suspension system components *Fuel tanks and systems *Exterior vehicle lighting *Drivetrain systems *Engine coolant system *Specialized vehicle systems and components *Hardware *Springs *Hooks *Miscellaneous hardware *Bushings *Electrical boxes and enclosures and fittings and accessories *Heating and ventilation and air circulation *Heat pumps *Valves *Hoses *Pipe piping and pipe fittings *Commercial pipe and piping,15,20,1,1,2024-05-01,2024-05-01,,,0
France,France,"455,433,274,21","Ingénierie,Assistance à maîtrise d'ouvrage,Prestations de services,Audit",Other,Services,15,20,1,1,2025-06-06,2025-06-06,,,0
Canada federal,Canada,*25131509 *25131605,*Fixed wing training aircraft or trainer *Rotary wing training aircraft or helicopter trainer,Other,*Fixed wing training aircraft or trainer *Rotary wing training aircraft or helicopter trainer,15,20,1,1,2025-09-12,2025-09-12,,,0
Canada federal,Canada,*31160000 *40141600 *40170000 *41112400,*Hardware *Valves *Pipe piping and pipe fittings *Pressure measuring and control instruments,Other,*Hardware *Valves *Pipe piping and pipe fittings *Pressure measuring and control instruments,15,20,1,1,2025-08-21,2025-08-21,,,0
Canada federal,Canada,*43211604 *81112002,*Peripheral switch boxes *Data processing or preparation services,Other,*Peripheral switch boxes *Data processing or preparation services,15,20,1,1,2025-05-07,2025-05-07,,,0
Canada federal,Canada,*86100000 *95122100,*Vocational training *Accommodation buildings and structures,Other,*Vocational training *Accommodation buildings and structures,15,20,1,1,2023-12-28,2023-12-28,,,0
Canada federal,Canada,*81101700 *86101606 *86132200,*Electrical and electronic engineering *Electronics vocational training services *Educational support services,Other,*Electrical and electronic engineering *Electronics vocational training services *Educational support services,15,20,1,1,2026-04-23,2026-04-23,,,0
Canada federal,Canada,*56100000 *56101500 *56101504,*Accommodation furniture *Furniture *Chairs,Other,*Accommodation furniture *Furniture *Chairs,15,20,1,1,2023-12-20,2023-12-20,,,0
Canada federal,Canada,*43232201,*Content workflow software,Other,*Content workflow software,15,20,1,1,2024-10-28,2024-10-28,,,0
France,France,79210000,"Assistance technique,Audit",Other,Services,15,20,1,1,2025-11-17,2025-11-17,,,0
Canada federal,Canada,*32130000 *39120000 *41100000,*Electronic hardware and component parts and accessories *Electrical equipment and components and supplies *Laboratory and scientific equipment,Other,*Electronic hardware and component parts and accessories *Electrical equipment and components and supplies *Laboratory and scientific equipment,15,20,1,1,2025-05-02,2025-05-02,,,0
Canada federal,Canada,*25201706 *25202500 *32130000,*Aircraft interface electronics *Aircraft equipment *Electronic hardware and component parts and accessories,Other,*Aircraft interface electronics *Aircraft equipment *Electronic hardware and component parts and accessories,15,20,1,1,2024-07-02,2024-07-02,,,0
Canada federal,Canada,*55121700,*Signage,Other,*Signage,15,20,1,1,2026-02-16,2026-02-16,,,0
Canada federal,Canada,*JX7021 *N7021,"*ADP Central Processing Unit (CPU,Computer) Digital - Maintenance *ADP Central Processing Unit (CPU, Computer) Digital",Other,"*ADP Central Processing Unit (CPU,Computer) Digital - Maintenance *ADP Central Processing Unit (CPU, Computer) Digital",15,20,1,1,2023-08-16,2023-08-16,,,0
Canada federal,Canada,*72101507 *72121103 *72150000,*Building maintenance service *Commercial and office building renovation and repair service *Specialized trade construction and maintenance services,Other,*Building maintenance service *Commercial and office building renovation and repair service *Specialized trade construction and maintenance services,15,20,1,1,2024-06-11,2024-06-11,,,0
Canada federal,Canada,*85130000,*Medical science research and experimentation,Other,*Medical science research and experimentation,15,20,1,1,2025-10-31,2025-10-31,,,0
France,France,66510000,"Assurance,Audit",Other,Services,15,20,1,1,2023-08-31,2023-08-31,,,0
Canada federal,Canada,*22101600 *25173900 *30103619 *30120000 *39121300 *39121700 *72102902 *72141100 *72141102 *72141103 *72141511 *72153702,*Paving equipment *Electrical components *Precast concrete element *Roads and landscape *Electrical boxes and enclosures and fittings and accessories *Electrical hardware and supplies *Landscaping services *Infrastructure building and surfacing and paving services *Land grading service *Highway and road paving service *Digging services *Parking lot maintenance,Other,*Paving equipment *Electrical components *Precast concrete element *Roads and landscape *Electrical boxes and enclosures and fittings and accessories *Electrical hardware and supplies *Landscaping services *Infrastructure building and surfacing and paving services *Land grading service *Highway and road paving service *Digging services *Parking lot maintenance,15,20,1,1,2025-05-23,2025-05-23,,,0
Canada federal,Canada,*81110000 *81111801,*Computer services *Computer or network or internet security,Other,*Computer services *Computer or network or internet security,15,20,1,1,2024-01-03,2024-01-03,,,0
Canada federal,Canada,*72120000 *72121100 *72121500 *72151100,*Nonresidential building construction services *Commercial and office building construction services *Industrial plant construction services *Plumbing construction services,Other,*Nonresidential building construction services *Commercial and office building construction services *Industrial plant construction services *Plumbing construction services,15,20,1,1,2025-08-15,2025-08-15,,,0
France,France,79210000,"Audit,Prestations de services",Other,Services,15,20,1,1,2023-10-14,2023-10-14,,,0
Canada federal,Canada,*80111504 *86111505,*Labor training or development *Distance learning assessment services,Other,*Labor training or development *Distance learning assessment services,15,20,1,1,2026-07-30,2026-07-30,,,0
Canada federal,Canada,*72120000 *72121100 *72130000 *81101513,*Nonresidential building construction services *Commercial and office building construction services *General building construction *Building construction management,Other,*Nonresidential building construction services *Commercial and office building construction services *General building construction *Building construction management,15,20,1,1,2026-02-23,2026-02-23,,,0
Canada federal,Canada,*41100000 *41111724,*Laboratory and scientific equipment *Scanning probe microscopes,Other,*Laboratory and scientific equipment *Scanning probe microscopes,15,20,1,1,2026-01-21,2026-01-21,,,0
Canada federal,Canada,*41111720,*Scanning electron microscopes,Other,*Scanning electron microscopes,15,20,1,1,2025-12-04,2025-12-04,,,0
France,France,71314100,"Audit,Electrification rurale",Other,Services,15,20,1,1,2024-01-31,2024-01-31,,,0
France,France,79400000,"Audit,Prestations de services",Other,Services,15,20,1,1,2024-10-01,2024-10-01,,,0
Canada federal,Canada,*43233006,*Virtual machine software,Other,*Virtual machine software,15,20,1,1,2024-09-11,2024-09-11,,,0
Canada federal,Canada,*56100000 *56110000 *56130000,*Accommodation furniture *Commercial and industrial furniture *Merchandising furniture and accessories,Other,*Accommodation furniture *Commercial and industrial furniture *Merchandising furniture and accessories,15,20,1,1,2024-12-12,2024-12-12,,,0
France,France,"21,306,455","Audit,Réseaux divers,Ingénierie",Other,Services,15,20,1,1,2024-08-14,2024-08-14,,,0
France,France,"274,21,434","Prestations de services,Audit,Assistance juridique",Other,Services,15,20,1,1,2025-05-21,2025-05-21,,,0
France,France,79310000,"Audit,Prestations de services",Other,Services,15,20,1,1,2024-01-24,2024-01-24,,,0
France,France,"19,21,196,431","Assistance technique,Audit,Maintenance,Amiante (diagnostic)",Other,Services,15,20,1,1,2024-01-25,2024-01-25,,,0
Canada federal,Canada,*84111700 *86132201,*Corporate finance *Training workshop service,Other,*Corporate finance *Training workshop service,15,20,1,1,2024-11-20,2024-11-20,,,0
Canada federal,Canada,*22100000 *22101900 *30190000 *72121100 *72121101 *72130000 *72150000 *72151502,*Heavy construction machinery and equipment *Building construction machinery and accessories *Construction and maintenance support equipment *Commercial and office building construction services *Commercial and office building new construction service *General building construction *Specialized trade construction and maintenance services *Electric power system construction service,Other,*Heavy construction machinery and equipment *Building construction machinery and accessories *Construction and maintenance support equipment *Commercial and office building construction services *Commercial and office building new construction service *General building construction *Specialized trade construction and maintenance services *Electric power system construction service,15,20,1,1,2025-02-03,2025-02-03,,,0
Canada federal,Canada,*30190000 *40170000 *72121100 *72150000 *72151100,*Construction and maintenance support equipment *Pipe piping and pipe fittings *Commercial and office building construction services *Specialized trade construction and maintenance services *Plumbing construction services,Other,*Construction and maintenance support equipment *Pipe piping and pipe fittings *Commercial and office building construction services *Specialized trade construction and maintenance services *Plumbing construction services,15,20,1,1,2023-09-14,2023-09-14,,,0
Canada federal,Canada,*77101800,*Environmental auditing,Other,*Environmental auditing,15,20,1,1,2024-02-28,2024-02-28,,,0
Canada federal,Canada,*86101810 *86132201,*Personnel skills training *Training workshop service,Other,*Personnel skills training *Training workshop service,15,20,1,1,2026-06-09,2026-06-09,,,0
Canada federal,Canada,*N2090D,"*Locker, Clothing and Cleaning Gear, Shipboard Type",Other,"*Locker, Clothing and Cleaning Gear, Shipboard Type",15,20,1,1,2024-01-09,2024-01-09,,,0
Canada federal,Canada,*43231501 *81111811,*Helpdesk or call center software *Technical support or help desk services,Other,*Helpdesk or call center software *Technical support or help desk services,15,20,1,1,2025-09-12,2025-09-12,,,0
Canada federal,Canada,*86101508 *86101509 *86101600 *86101602 *86101610 *86132201,*Environmental vocational training services *Natural resources vocational training services *Scientific vocational training services *Energy related vocational training services *Engineering vocational training services *Training workshop service,Other,*Environmental vocational training services *Natural resources vocational training services *Scientific vocational training services *Energy related vocational training services *Engineering vocational training services *Training workshop service,15,20,1,1,2024-09-12,2024-09-12,,,0
Canada federal,Canada,*40101806 *81101516,*Heat pumps *Energy or utility consulting service,Other,*Heat pumps *Energy or utility consulting service,15,20,1,1,2024-11-15,2024-11-15,,,0
Canada federal,Canada,*43232108 *43232603,*Calendar and scheduling software *Facilities management software,Other,*Calendar and scheduling software *Facilities management software,15,20,1,1,2023-08-18,2023-08-18,,,0
Canada federal,Canada,*72120000 *72121000 *72121100 *72121101 *72121104 *72121105 *72121200 *72121400 *72121500 *72130000 *72140000 *72141105 *72141129 *72141200 *72150000 *72151100 *72151200 *81101513,*Nonresidential building construction services *New industrial building and warehouse construction services *Commercial and office building construction services *Commercial and office building new construction service *Restaurant construction service *Shopping center and mall construction service *Agricultural building construction services *Specialized public building construction services *Industrial plant construction services *General building construction *Heavy construction services *Sidewalk construction and repair service *Park and garden construction and or remodelling service *Marine construction services *Specialized trade construction and maintenance services *Plumbing construction services *Heating and cooling and air conditioning HVAC construction and maintenance services *Building construction management,Other,*Nonresidential building construction services *New industrial building and warehouse construction services *Commercial and office building construction services *Commercial and office building new construction service *Restaurant construction service *Shopping center and mall construction service *Agricultural building construction services *Specialized public building construction services *Industrial plant construction services *General building construction *Heavy construction services *Sidewalk construction and repair service *Park and garden construction and or remodelling service *Marine construction services *Specialized trade construction and maintenance services *Plumbing construction services *Heating and cooling and air conditioning HVAC construction and maintenance services *Building construction management,15,20,1,1,2025-07-10,2025-07-10,,,0
Canada federal,Canada,*78111500 *80100000 *80141500 *80160000 *81121500 *81130000 *81131500,*Passenger air transportation *Management advisory services *Market research *Business administration services *Economic analysis *Statistics *Methodology and analysis,Other,*Passenger air transportation *Management advisory services *Market research *Business administration services *Economic analysis *Statistics *Methodology and analysis,15,20,1,1,2026-06-29,2026-06-29,,,0
Canada federal,Canada,*N6930101,"*OPERATION TRAINING DEVICES, ELECTRONIC, SIMULATORS, MARINE",Other,"*OPERATION TRAINING DEVICES, ELECTRONIC, SIMULATORS, MARINE",15,20,1,1,2025-03-28,2025-03-28,,,0
Canada federal,Canada,*30170000 *46200000,*Doors and windows and glass *Defense and law enforcement and security and safety training equipment,Other,*Doors and windows and glass *Defense and law enforcement and security and safety training equipment,15,20,1,1,2024-01-10,2024-01-10,,,0
Canada federal,Canada,*43212002 *56101519 *56111601 *56111800 *56111802 *56111803 *56112105 *56112106 *56112108 *56112109 *56112204,*Monitor arms or stands *Tables *Screens for panel systems *Freestanding furniture *Freestanding tables *Freestanding storage *Lounge seating *Stool seating *Combination chair with desk *Benches *Worksurfaces,Other,*Monitor arms or stands *Tables *Screens for panel systems *Freestanding furniture *Freestanding tables *Freestanding storage *Lounge seating *Stool seating *Combination chair with desk *Benches *Worksurfaces,15,20,1,1,2024-05-24,2024-05-24,,,0
Canada federal,Canada,*77000000 *81000000,*Environmental Services *Engineering and Research and Technology Based Services,Other,*Environmental Services *Engineering and Research and Technology Based Services,15,20,1,1,2024-07-16,2024-07-16,,,0
Canada federal,Canada,*81000000 *81101517,*Engineering and Research and Technology Based Services *Landscape architecture and design service,Other,*Engineering and Research and Technology Based Services *Landscape architecture and design service,15,20,1,1,2025-08-26,2025-08-26,,,0
Canada federal,Canada,*56111513 *72121400 *72150000,*Conference or non modular room packages *Specialized public building construction services *Specialized trade construction and maintenance services,Other,*Conference or non modular room packages *Specialized public building construction services *Specialized trade construction and maintenance services,15,20,1,1,2025-12-05,2025-12-05,,,0
Canada federal,Canada,*24102000 *44000000 *44120000 *56101702,*Shelving and storage *Office Equipment and Accessories and Supplies *Office supplies *Filing cabinets or accessories,Other,*Shelving and storage *Office Equipment and Accessories and Supplies *Office supplies *Filing cabinets or accessories,15,20,1,1,2025-12-19,2025-12-19,,,0
Canada federal,Canada,*14000000 *44000000 *44122000 *44122027,*Paper Materials and Products *Office Equipment and Accessories and Supplies *Folders and binders and indexes *Expandable file folders,Other,*Paper Materials and Products *Office Equipment and Accessories and Supplies *Folders and binders and indexes *Expandable file folders,15,20,1,1,2025-12-09,2025-12-09,,,0
