warehouse_source,country,category,subcategory,lean_fit,automation_potential,onsite_requirement,records,buyers,median_estimated_value,median_bidders
United Kingdom,United Kingdom,Other,Residential nursing care services,15,20,UNKNOWN,121,33,4499995.0,
TED,SVN,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,120,50,391870.53,
Canada federal,Canada,Other,*Cleaning and janitorial services,15,20,UNKNOWN,119,28,,
TED,RO,Printing,Print / routing,66,UNKNOWN,UNKNOWN,118,68,4142996.83,
United Kingdom,United Kingdom,Other,"Petroleum products, fuel, electricity and other sources of energy",15,20,UNKNOWN,117,84,2500000.0,
United Kingdom,United Kingdom,Other,Construction consultancy services,15,20,UNKNOWN,117,86,3000000.0,
United Kingdom,United Kingdom,Other,Business and management consultancy services,15,20,UNKNOWN,116,82,800000.0,
Ireland,Ireland,Other,"Business services: law, marketing, consulting, recruitment, printing and security.",15,20,UNKNOWN,115,65,220000.0,
United Kingdom,United Kingdom,Other,ENT or audiologist services,15,20,UNKNOWN,114,45,11446730.0,
Ireland,Ireland,Other,School-meal services.,15,20,UNKNOWN,114,109,333715.0,
United Kingdom,United Kingdom,Other,Works for complete or part construction and civil engineering work,15,20,UNKNOWN,112,87,10000000.0,
Ireland,Ireland,Other,Repair and maintenance services.,15,20,UNKNOWN,110,48,400000.0,
United Kingdom,United Kingdom,Other,Refurbishment work,15,20,UNKNOWN,110,89,4908000.0,
TED,NO,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,110,76,12600000.0,
Canada federal,Canada,Other,*ADP Software,15,20,UNKNOWN,109,1,,
United Kingdom,United Kingdom,Other,Medical specialist services,15,20,UNKNOWN,108,48,1500000.0,
TED,ES,Creative / communications,Design / publishing,82,UNKNOWN,UNKNOWN,108,91,400000.0,
United Kingdom,United Kingdom,Other,Foreign economic-aid-related services,15,20,UNKNOWN,108,7,20000000.0,
TED,MLT,Automation / software,IT services / software,60,UNKNOWN,UNKNOWN,107,33,439689.0,
TED,SE,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,106,78,7000000.0,
Ireland,Ireland,Other,Motor vehicles.,15,20,UNKNOWN,105,66,221000.0,
United Kingdom,United Kingdom,Other,Lift-maintenance services,15,20,UNKNOWN,104,94,650000.0,
TED,LUX,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,104,45,20900000.0,
United Kingdom,United Kingdom,Other,Medical practice and related services,15,20,UNKNOWN,103,47,1867364.0,
TED,IT,Creative / communications,Design / publishing,82,UNKNOWN,UNKNOWN,102,75,733322.685,
United Kingdom,United Kingdom,Other,Surgical hospital services,15,20,UNKNOWN,102,34,706160.5,
United Kingdom,United Kingdom,Other,Energy and related services,15,20,UNKNOWN,102,74,2000000.0,
Ireland,Ireland,Creative / communications,Design / publishing,80,80,UNKNOWN,101,76,250000.0,
United Kingdom,United Kingdom,Other,Supply services of personnel including temporary staff,15,20,UNKNOWN,101,83,6016000.0,
United Kingdom,United Kingdom,Other,Psychiatric hospital services,15,20,UNKNOWN,101,34,4000000.0,
United Kingdom,United Kingdom,Other,In vitro fertilisation services,15,20,UNKNOWN,99,12,,
Canada federal,Canada,Other,*Audit services,15,20,UNKNOWN,98,53,,
TED,CHE,Monitoring / research,Monitoring / analysis,70,UNKNOWN,UNKNOWN,98,83,,
United Kingdom,United Kingdom,Other,Road transport services,15,20,UNKNOWN,97,69,4000000.0,
Ireland,Ireland,Other,Advertising and marketing services.,15,20,UNKNOWN,97,54,400000.0,
TED,LTU,Creative / communications,Design / publishing,82,UNKNOWN,UNKNOWN,96,50,16852.0,
United Kingdom,United Kingdom,Other,Ophthalmologist services,15,20,UNKNOWN,96,43,0.01,
TED,MLT,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,96,31,550332.5,
TED,MKD,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,95,49,16250000.0,
United Kingdom,United Kingdom,Other,Services provided by medical laboratories,15,20,UNKNOWN,95,27,1.0,
United Kingdom,United Kingdom,Other,"Agricultural, forestry, horticultural, aquacultural and apicultural services",15,20,UNKNOWN,95,84,500000.0,
Ireland,Ireland,Other,Business and management consultancy and related services.,15,20,UNKNOWN,94,54,180000.0,
TED,CZ,Monitoring / research,Monitoring / analysis,70,UNKNOWN,UNKNOWN,94,48,9139252.48,
United Kingdom,United Kingdom,Other,Environmental services,15,20,UNKNOWN,94,68,500000.0,
TED,MKD,Creative / communications,Design / publishing,82,UNKNOWN,UNKNOWN,94,54,3750000.0,
Canada federal,Canada,Other,*Valves,15,20,UNKNOWN,93,7,,
Ireland,Ireland,Other,Computer equipment and supplies.,15,20,UNKNOWN,92,31,450000.0,
Canada federal,Canada,Other,*Aircraft equipment,15,20,UNKNOWN,92,9,,
United Kingdom,United Kingdom,Other,Community action programme,15,20,UNKNOWN,92,16,163301.0,
TED,CHE,Document / data,Digitization / OCR,92,UNKNOWN,UNKNOWN,92,67,,
Ireland,Ireland,Other,Consultative engineering and construction services.,15,20,UNKNOWN,92,46,220000.0,
United Kingdom,United Kingdom,Other,Repair and maintenance services of electrical and mechanical building installations,15,20,UNKNOWN,92,70,2000000.0,
TED,MDA,Automation / software,IT services / software,60,UNKNOWN,UNKNOWN,92,22,6486140.0,
TED,HUN,Monitoring / research,Monitoring / analysis,70,UNKNOWN,UNKNOWN,90,54,76636000.0,
United Kingdom,United Kingdom,Other,Medical practice services,15,20,UNKNOWN,90,46,484178.5,
United Kingdom,United Kingdom,Other,Architectural and related services,15,20,UNKNOWN,89,69,350000.0,
TED,SK,Automation / software,IT services / software,60,UNKNOWN,UNKNOWN,89,53,489663.46,
TED,LT,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,89,44,164256.2,
Ireland,Ireland,Other,Health services.,15,20,UNKNOWN,89,22,465000.0,
Canada federal,Canada,Other,"*Automatic Data Processing Equipment, System Configuration",15,20,UNKNOWN,88,1,,
United Kingdom,United Kingdom,Other,Telecommunications services,15,20,UNKNOWN,88,57,4400000.0,
Canada federal,Canada,Other,*Marine craft systems and subassemblies,15,20,UNKNOWN,87,6,,
TED,SE,Creative / communications,Design / publishing,82,UNKNOWN,UNKNOWN,86,71,5000000.0,
TED,SVN,Creative / communications,Design / publishing,82,UNKNOWN,UNKNOWN,85,41,354155.0,
United Kingdom,United Kingdom,Other,Real estate services,15,20,UNKNOWN,85,71,8000000.0,
TED,RE,Other,UNKNOWN,20,UNKNOWN,UNKNOWN,85,22,524150.0,
United Kingdom,United Kingdom,Other,Medical hospital services,15,20,UNKNOWN,85,21,23000.0,
TED,UKR,Other,UNKNOWN,20,UNKNOWN,UNKNOWN,84,48,12000000.0,
TED,FIN,Monitoring / research,Monitoring / analysis,70,UNKNOWN,UNKNOWN,84,52,925000.0,
United Kingdom,United Kingdom,Other,Ambulance services,15,20,UNKNOWN,83,57,21785985.0,
United Kingdom,United Kingdom,Other,Welfare services for children and young people,15,20,UNKNOWN,83,52,1338900.0,
United Kingdom,United Kingdom,Other,Marketing services,15,20,UNKNOWN,83,67,562500.0,
Ireland,Ireland,Other,Canteen and catering services.,15,20,UNKNOWN,83,53,480000.0,
TED,LI,Other,UNKNOWN,20,UNKNOWN,UNKNOWN,82,4,254884.8,
United Kingdom,United Kingdom,Other,Provision of services to the community,15,20,UNKNOWN,82,53,960000.0,
TED,MLT,Monitoring / research,Monitoring / analysis,70,UNKNOWN,UNKNOWN,82,24,211560.0,
Ireland,Ireland,Other,Ground investigation work.,15,20,UNKNOWN,81,32,300000.0,
United Kingdom,United Kingdom,Other,Laboratory services,15,20,UNKNOWN,81,63,1500000.0,
TED,MKD,Automation / software,IT services / software,60,UNKNOWN,UNKNOWN,81,35,11000000.0,
Canada federal,Canada,Other,*Architectural engineering,15,20,UNKNOWN,81,14,,
TED,DK,Automation / software,IT services / software,60,UNKNOWN,UNKNOWN,81,61,9780000.0,
TED,HRV,Creative / communications,Design / publishing,82,UNKNOWN,UNKNOWN,81,50,480000.0,
United Kingdom,United Kingdom,Other,Motor vehicles,15,20,UNKNOWN,80,55,18400000.0,
United Kingdom,United Kingdom,Other,Construction project management services,15,20,UNKNOWN,79,55,350000.0,
United Kingdom,United Kingdom,Other,Energy-efficiency consultancy services,15,20,UNKNOWN,79,56,400000.0,
United Kingdom,United Kingdom,Other,"Recreational, cultural and sporting services",15,20,UNKNOWN,79,59,7917288.0,
Ireland,Ireland,Other,Recruitment services.,15,20,UNKNOWN,79,57,567500.0,
Ireland,Ireland,Other,Personnel-training services.,15,20,UNKNOWN,79,56,200000.0,
TED,PL,Creative / communications,Design / publishing,82,UNKNOWN,UNKNOWN,78,61,1051816.6300000001,
United Kingdom,United Kingdom,Other,Refuse recycling services,15,20,UNKNOWN,78,55,1305433.5,
United Kingdom,United Kingdom,Other,Electricity,15,20,UNKNOWN,78,59,60000000.0,
Ireland,Ireland,Other,Playground equipment.,15,20,UNKNOWN,77,37,176000.0,
Canada federal,Canada,Other,*Electronic hardware and component parts and accessories,15,20,UNKNOWN,77,38,,
United Kingdom,United Kingdom,Other,Veterinary services,15,20,UNKNOWN,77,16,150000.0,
Canada federal,Canada,Other,*Military transport aircraft,15,20,UNKNOWN,77,3,,
United Kingdom,United Kingdom,Other,Dermatology services,15,20,UNKNOWN,77,39,800000.0,
United Kingdom,United Kingdom,Other,Building installation work,15,20,UNKNOWN,77,66,20000000.0,
United Kingdom,United Kingdom,Other,Guidance and counselling services,15,20,UNKNOWN,77,58,900000.0,
Ireland,Ireland,Other,Construction work for school buildings.,15,20,UNKNOWN,76,45,2250000.0,
United Kingdom,United Kingdom,Other,Services provided by medical personnel,15,20,UNKNOWN,76,43,300000.0,
Ireland,Ireland,Other,Training services.,15,20,UNKNOWN,75,53,180000.0,
United Kingdom,United Kingdom,Other,Adult and other education services,15,20,UNKNOWN,75,56,2500000.0,
United Kingdom,United Kingdom,Other,Asbestos removal services,15,20,UNKNOWN,75,64,1688000.0,
TED,PT,Creative / communications,Design / publishing,82,UNKNOWN,UNKNOWN,75,48,510080.0,
TED,LV,Automation / software,IT services / software,60,UNKNOWN,UNKNOWN,75,39,263333.16500000004,
TED,SVK,Creative / communications,Design / publishing,82,UNKNOWN,UNKNOWN,74,49,874213.0,
United Kingdom,United Kingdom,Other,Advertising services,15,20,UNKNOWN,74,61,3500000.0,
TED,EST,Creative / communications,Design / publishing,82,UNKNOWN,UNKNOWN,74,32,480000.0,
Ireland,Ireland,Other,Quantity surveying services.,15,20,UNKNOWN,74,48,150000.0,
TED,LUX,Monitoring / research,Monitoring / analysis,70,UNKNOWN,UNKNOWN,73,27,650000.0,
Canada federal,Canada,Document / data,Digitization / OCR,90,90,UNKNOWN,73,38,,
United Kingdom,United Kingdom,Other,Electrical services,15,20,UNKNOWN,72,62,1850000.0,
Ireland,Ireland,Other,Event services.,15,20,UNKNOWN,72,31,300000.0,
Canada federal,Canada,Other,*Business and corporate management consultation services,15,20,UNKNOWN,72,43,,
Ireland,Ireland,Other,Medical equipments.,15,20,UNKNOWN,72,21,575000.0,
United Kingdom,United Kingdom,Other,Research and development consultancy services,15,20,UNKNOWN,72,37,125000.0,
United Kingdom,United Kingdom,Other,Building-cleaning services,15,20,UNKNOWN,72,65,1250000.0,
Ireland,Ireland,Other,Environmental services.,15,20,UNKNOWN,72,19,94000.0,
Ireland,Ireland,Other,Construction work for multi-dwelling buildings and individual houses.,15,20,UNKNOWN,71,26,9000000.0,
United Kingdom,United Kingdom,Other,Building consultancy services,15,20,UNKNOWN,71,61,562500.0,
TED,HU,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,71,42,117777714.5,
TED,DNK,Printing,Print / routing,66,UNKNOWN,UNKNOWN,71,37,12150000.0,
United Kingdom,United Kingdom,Other,Housing services,15,20,UNKNOWN,71,47,1800000.0,
United Kingdom,United Kingdom,Other,Engineering works and construction works,15,20,UNKNOWN,70,58,10000000.0,
United Kingdom,United Kingdom,Other,Transport equipment and auxiliary products to transportation,15,20,UNKNOWN,70,51,10500000.0,
Ireland,Ireland,Other,Transport services (excl. Waste transport).,15,20,UNKNOWN,70,32,400000.0,
TED,TUR,Other,UNKNOWN,20,UNKNOWN,UNKNOWN,70,37,2727340.0,
TED,SVK,Monitoring / research,Monitoring / analysis,70,UNKNOWN,UNKNOWN,69,37,1464320.6099999999,
Canada federal,Canada,Other,*Software,15,20,UNKNOWN,69,20,,
United Kingdom,United Kingdom,Other,Residential health facilities services,15,20,UNKNOWN,68,33,2150000.0,
United Kingdom,United Kingdom,Other,Cleaning and sanitation services,15,20,UNKNOWN,68,56,555000.0,
TED,EST,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,68,30,350000.0,
Ireland,Ireland,Other,Architectural design services.,15,20,UNKNOWN,68,40,300000.0,
Ireland,Ireland,Other,Public relations services.,15,20,UNKNOWN,68,49,200000.0,
TED,DK,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,67,44,22137826.43,
TED,MDA,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,67,28,4166670.0,
TED,ITA,Monitoring / research,Monitoring / analysis,70,UNKNOWN,UNKNOWN,67,20,1125000.0,
TED,DNK,Monitoring / research,Monitoring / analysis,70,UNKNOWN,UNKNOWN,67,25,5062500.0,
United Kingdom,United Kingdom,Other,Counselling services,15,20,UNKNOWN,66,50,270000.0,
Ireland,Ireland,Other,Energy and related services.,15,20,UNKNOWN,66,33,408000.0,
United Kingdom,United Kingdom,Other,Social services,15,20,UNKNOWN,66,44,1154018.0,
Ireland,Ireland,Other,Primary school construction work.,15,20,UNKNOWN,66,61,587500.0,
TED,SWE,Monitoring / research,Monitoring / analysis,70,UNKNOWN,UNKNOWN,65,35,3600000.0,
Ireland,Ireland,Other,Quantity surveying services for civil engineering works.,15,20,UNKNOWN,65,55,0.0,
United Kingdom,United Kingdom,Other,Architectural design services,15,20,UNKNOWN,65,48,1200000.0,
TED,BGR,Creative / communications,Design / publishing,82,UNKNOWN,UNKNOWN,65,37,103574.41500000001,
United Kingdom,United Kingdom,Other,Physiotherapy services,15,20,UNKNOWN,64,32,381250.0,
United Kingdom,United Kingdom,Other,"Office and computing machinery, equipment and supplies except furniture and software packages",15,20,UNKNOWN,64,42,1000000.0,
United Kingdom,United Kingdom,Other,Electrical installation work,15,20,UNKNOWN,64,57,6000000.0,
TED,MDA,Creative / communications,Design / publishing,82,UNKNOWN,UNKNOWN,63,23,3732578.0,
United Kingdom,United Kingdom,Other,Repair and maintenance services of central heating,15,20,UNKNOWN,63,58,7500000.0,
United Kingdom,United Kingdom,Other,General management consultancy services,15,20,UNKNOWN,63,28,6588447.0,
United Kingdom,United Kingdom,Other,Computer equipment and supplies,15,20,UNKNOWN,63,50,31000000.0,
TED,FI,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,63,42,480272.0,
TED,SVN,Monitoring / research,Monitoring / analysis,70,UNKNOWN,UNKNOWN,62,30,366614.6,
Ireland,Ireland,Other,"Sewage-, refuse-, cleaning-, and environmental services.",15,20,UNKNOWN,62,29,500000.0,
TED,LVA,Monitoring / research,Monitoring / analysis,70,UNKNOWN,UNKNOWN,61,21,,
United Kingdom,United Kingdom,Other,Social work services,15,20,UNKNOWN,61,43,1725672.0,
United Kingdom,United Kingdom,Other,Technical inspection and testing services,15,20,UNKNOWN,61,49,450000.0,
Ireland,Ireland,Other,"Recreational, cultural and sporting services.",15,20,UNKNOWN,60,21,204350.0,
United Kingdom,United Kingdom,Other,Social work services without accommodation,15,20,UNKNOWN,60,27,1084495.0,
United Kingdom,United Kingdom,Other,Pest-control services,15,20,UNKNOWN,60,56,487500.0,
Ireland,Ireland,Other,Environmental engineering consultancy services.,15,20,UNKNOWN,60,33,150000.0,
United Kingdom,United Kingdom,Other,Canteen and catering services,15,20,UNKNOWN,60,54,1277500.0,
TED,LU,Automation / software,IT services / software,60,UNKNOWN,UNKNOWN,60,32,814640.0,
TED,ISL,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,59,12,1.0,
United Kingdom,United Kingdom,Other,"Repair, maintenance and associated services of vehicles and related equipment",15,20,UNKNOWN,59,44,2000000.0,
Ireland,Ireland,Other,Landscaping work.,15,20,UNKNOWN,59,34,200000.0,
United Kingdom,United Kingdom,Other,Repair and maintenance services of electrical building installations,15,20,UNKNOWN,58,48,1625000.0,
United Kingdom,United Kingdom,Other,Roof works and other special trade construction works,15,20,UNKNOWN,58,45,26400000.0,
Canada federal,Canada,Other,*Project management,15,20,UNKNOWN,58,30,,
Canada federal,Canada,Other,*Snow removal services,15,20,UNKNOWN,58,14,,
TED,LTU,Monitoring / research,Monitoring / analysis,70,UNKNOWN,UNKNOWN,58,37,101772.0,
Ireland,Ireland,Other,Provision of services to the community.,15,20,UNKNOWN,58,23,154000.0,
Ireland,Ireland,Language,Translation / transcription,88,88,UNKNOWN,57,27,390000.0,
Canada federal,Canada,Other,*Computer services,15,20,UNKNOWN,57,33,,
Ireland,Ireland,Other,Site preparation work.,15,20,UNKNOWN,57,35,300000.0,
Ireland,Ireland,Other,"Electrical machinery, apparatus, equipment and consumables; Lighting.",15,20,UNKNOWN,57,37,525000.0,
United Kingdom,United Kingdom,Other,Horticultural services,15,20,UNKNOWN,56,40,700000.0,
United Kingdom,United Kingdom,Other,Repair and maintenance services of security equipment,15,20,UNKNOWN,56,51,580000.0,
United Kingdom,United Kingdom,Other,Miscellaneous repair and maintenance services,15,20,UNKNOWN,56,44,280000.0,
Canada federal,Canada,Other,*Water transport vessel maintenance and repair services,15,20,UNKNOWN,56,2,,
United Kingdom,United Kingdom,Other,Financial consultancy services,15,20,UNKNOWN,56,45,420000.0,
TED,SWE,Printing,Print / routing,66,UNKNOWN,UNKNOWN,55,44,8000000.0,
United Kingdom,United Kingdom,Other,"Construction work for highways, roads",15,20,UNKNOWN,55,25,35000000.0,
Canada federal,Canada,Other,*Lease and rental of property or building,15,20,UNKNOWN,55,12,,
TED,NO,Monitoring / research,Monitoring / analysis,70,UNKNOWN,UNKNOWN,55,34,3625000.0,
TED,MQ,Other,UNKNOWN,20,UNKNOWN,UNKNOWN,55,19,700000.0,
Canada federal,Canada,Other,*Professional engineering services,15,20,UNKNOWN,55,15,,
United Kingdom,United Kingdom,Other,Building materials,15,20,UNKNOWN,55,39,18707643.5,
United Kingdom,United Kingdom,Other,Repair and maintenance services of medical equipment,15,20,UNKNOWN,54,36,500000.0,
United Kingdom,United Kingdom,Other,"Furniture (incl. office furniture), furnishings, domestic appliances (excl. lighting) and cleaning products",15,20,UNKNOWN,54,49,900000.0,
United Kingdom,United Kingdom,Other,Building surveying services,15,20,UNKNOWN,54,46,400000.0,
United Kingdom,United Kingdom,Other,Sports facilities operation services,15,20,UNKNOWN,54,45,15600000.0,
TED,BGR,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,54,28,521750.0,
Ireland,Ireland,Other,"Agricultural, farming, fishing, forestry and related products.",15,20,UNKNOWN,54,21,120000.0,
Canada federal,Canada,Other,*ADP Input-Output and Storage Devices,15,20,UNKNOWN,54,1,,
United Kingdom,United Kingdom,Other,Industrial machinery,15,20,UNKNOWN,54,33,800000.0,
TED,MLT,Printing,Print / routing,66,UNKNOWN,UNKNOWN,53,20,125808.0,
TED,ITA,Language,Translation / transcription,90,UNKNOWN,UNKNOWN,53,35,930600.0,
Ireland,Ireland,Other,Minibuses.,15,20,UNKNOWN,53,23,221000.0,
Ireland,Ireland,Other,Construction structures and materials; auxiliary products to construction (excepts electric apparatus).,15,20,UNKNOWN,53,34,200000.0,
TED,BIH,Other,UNKNOWN,20,UNKNOWN,UNKNOWN,53,15,4700000.0,
United Kingdom,United Kingdom,Other,Construction structures and materials; auxiliary products to construction (except electric apparatus),15,20,UNKNOWN,52,43,1680750.0,
TED,ISL,Automation / software,IT services / software,60,UNKNOWN,UNKNOWN,52,17,1.0,
Canada federal,Canada,Other,*Laboratory and Measuring and Observing and Testing Equipment,15,20,UNKNOWN,52,1,,
Ireland,Ireland,Other,Electrical engineering installation works.,15,20,UNKNOWN,52,50,499999.0,
Ireland,Ireland,Other,Health and social work services.,15,20,UNKNOWN,52,23,315000.0,
TED,ITA,Document / data,Digitization / OCR,92,UNKNOWN,UNKNOWN,52,38,435000.0,
United Kingdom,United Kingdom,Other,Forestry services,15,20,UNKNOWN,52,24,1240000.0,
TED,POL,Web,Website / CMS,88,UNKNOWN,UNKNOWN,51,33,421099.375,
TED,CH,Automation / software,IT services / software,60,UNKNOWN,UNKNOWN,51,37,4846500.0,
TED,SK,Automation / software,Software / automation,74,UNKNOWN,UNKNOWN,51,41,341650.0,
