micro_niche,warehouse_source,country,route,currency,records,buyers,repeat_buyers,repeat_buyer_rate,median_estimated_value,compatible_award_rows,p25_award_value,median_award_value,p75_award_value,bidder_rows,median_bidders,single_bid_pct,supplier_count,top_supplier_share_pct,hhi,historical_spm_score
Website design / redesign / development,Ireland,IRELAND,OPEN_PUBLIC,EUR,11,9,1,11.11,140000.0,70000.0,72000.0,200000.0,9,12.0,11.11,7,44.44,2530.86,66.11
LMS / e-learning platform software,United Kingdom,UNITED KINGDOM,COMPETITIVE_OTHER,GBP,12,10,2,20.0,,49999.0,88064.0,96000.0,3,2.5,0.0,10,10.0,1000.0,66.04
Video production / editing / motion,United Kingdom,UNITED KINGDOM,OPEN_PUBLIC,GBP,21,20,1,5.0,200000.0,60000.0,350000.0,350000.0,10,19.5,0.0,24,7.14,667.9,65.68
Document-management software licensing,Ireland,IRELAND,OPEN_PUBLIC,EUR,14,11,2,18.18,240000.0,74300.0,140105.88,933470.755,7,1.0,57.14,4,28.57,2653.06,65.5
Commercial printing / print production,Ireland,IRELAND,OPEN_PUBLIC,EUR,12,11,1,9.09,100000.0,70000.0,100000.0,117000.0,5,6.0,20.0,7,20.0,1733.33,65.48
Commercial printing / print production,Canada federal,CANADA,COMPETITIVE_OTHER,CAD,9,6,2,33.33,,1.0,1.0,1.0,0,,,11,9.09,909.09,65.18
WordPress / Drupal / CMS implementation,United Kingdom,UNITED KINGDOM,OPEN_PUBLIC,GBP,10,10,0,0.0,100000.0,159375.0,159375.0,314336.25,7,35.0,0.0,6,16.67,1666.67,65.07
Social media / community management,United Kingdom,UNITED KINGDOM,COMPETITIVE_OTHER,GBP,9,8,1,12.5,,36572.5,41600.0,50499.0,0,,,8,22.22,1358.02,64.73
Translation services,United Kingdom,UNITED KINGDOM,COMPETITIVE_OTHER,GBP,7,6,1,16.67,3500000.0,120000.0,150000.0,200000.0,4,2.0,50.0,5,20.0,2000.0,64.27
Commercial printing / print production,United Kingdom,UNITED KINGDOM,COMPETITIVE_OTHER,GBP,16,15,1,6.67,1500000.0,102465.5,281331.0,1350032.69,7,5.0,0.0,10,30.0,1533.33,64.26
Social media / community management,Ireland,IRELAND,OPEN_PUBLIC,EUR,8,7,1,14.29,30000.0,65157.58,80481.0,133990.5,3,3.0,0.0,2,66.67,5555.56,63.99
Video production / editing / motion,United Kingdom,UNITED KINGDOM,COMPETITIVE_OTHER,GBP,8,7,1,14.29,500000.0,21666.0,36000.0,49249.3,1,7.0,0.0,11,14.29,1265.31,63.95
Annual report / publication layout-production,Canada federal,CANADA,COMPETITIVE_OTHER,CAD,5,3,2,66.67,,95077.14,95961.01000000001,96844.88,0,,,2,50.0,5000.0,63.9
Mailing / fulfilment / routing,France,FRANCE,COMPETITIVE_OTHER,EUR,22,21,1,4.76,,56181.88,56457.259999999995,56732.64,0,,,2,66.67,5555.56,63.81
Market research / surveys / polling,Ireland,IRELAND,COMPETITIVE_OTHER,EUR,12,10,2,20.0,1500000.0,60175.0,166500.0,1175750.0,4,5.0,0.0,7,50.0,3055.56,63.74
Software licence renewal / licensing,France,FRANCE,OPEN_PUBLIC,EUR,20,19,1,5.26,,806000.5599999999,985000.0,1142500.0,0,,,5,33.33,2222.22,63.71
LMS / e-learning platform software,United Kingdom,UNITED KINGDOM,OPEN_PUBLIC,GBP,36,36,0,0.0,340000.0,82655.76000000001,180000.0,390984.5,21,9.5,0.0,21,12.0,568.0,63.17
SaaS / cloud software subscription,Canada federal,CANADA,OPEN_PUBLIC,CAD,9,2,1,50.0,,43907.94,43907.94,43907.94,0,,,1,100.0,10000.0,63.1
Document scanning / digitization / OCR,France,FRANCE,OPEN_PUBLIC,EUR,5,4,1,25.0,,80000.0,80000.0,80000.0,0,,,1,100.0,10000.0,62.32
Subtitling / captioning,Canada federal,CANADA,OPEN_PUBLIC,CAD,8,8,0,0.0,,266950.0,500000.0,500000.0,0,,,4,25.0,2500.0,61.11
Web accessibility / WCAG audit-remediation,Germany,GERMANY,COMPETITIVE_OTHER,EUR,5,4,1,25.0,,1200520.0,1200520.0,1200520.0,2,4.0,0.0,3,33.33,3333.33,61.02
Software licence renewal / licensing,Canada federal,CANADA,COMPETITIVE_OTHER,CAD,5,3,1,33.33,,354773.76,374774.43,415884.02,0,,,5,20.0,2000.0,60.9
Mailing / fulfilment / routing,Canada federal,CANADA,OPEN_PUBLIC,CAD,8,6,1,16.67,,223996.69999999998,252347.25,280697.8,0,,,2,50.0,5000.0,60.82
Promotional merchandise / branded goods,Canada federal,CANADA,OPEN_PUBLIC,CAD,4,2,1,50.0,,109228.91500000001,186098.54,258220.58000000002,0,,,7,14.29,1428.57,60.73
Document scanning / digitization / OCR,Germany,GERMANY,COMPETITIVE_OTHER,EUR,11,7,1,14.29,320000.0,1.0,1.0,800640.0,3,1.0,100.0,5,25.0,2187.5,60.48
Market research / surveys / polling,Canada federal,CANADA,COMPETITIVE_OTHER,CAD,12,10,1,10.0,,27064.575,27225.0,108612.5,0,,,3,33.33,3333.33,60.14
Data entry / document indexing,Canada federal,CANADA,COMPETITIVE_OTHER,CAD,7,6,1,16.67,,72707.025,74461.35,76215.675,0,,,2,50.0,5000.0,60.07
Transcription / speech-to-text,Quebec,CANADA - QUEBEC,OPEN_PUBLIC,CAD,8,8,0,0.0,3341649.0,423290.0,976892.64,1339456.8375,8,1.0,50.0,3,75.0,5937.5,59.11
Media / press monitoring,Germany,GERMANY,OPEN_PUBLIC,EUR,22,6,0,0.0,,26.031999999999996,32.544,48.4,5,5.0,0.0,5,42.86,2653.06,59.06
Video production / editing / motion,Ireland,IRELAND,OPEN_PUBLIC,EUR,6,6,0,0.0,210000.0,50000.0,200000.0,220000.0,5,20.0,0.0,8,20.0,1533.33,58.62
Translation services,Ireland,IRELAND,COMPETITIVE_OTHER,EUR,4,1,1,100.0,,50000.0,50000.0,50000.0,0,,,3,50.0,3750.0,58.62
Software licence renewal / licensing,Quebec,CANADA - QUEBEC,OPEN_PUBLIC,CAD,4,3,1,33.33,,104342.67,198425.0,198425.0,5,4.0,0.0,3,40.0,3600.0,58.51
LMS / e-learning platform software,Germany,GERMANY,COMPETITIVE_OTHER,EUR,8,2,1,50.0,7999510.82,,,,4,5.0,0.0,5,20.0,2000.0,57.8
Data entry / document indexing,United Kingdom,UNITED KINGDOM,OPEN_PUBLIC,GBP,9,8,1,12.5,700000.0,1041084.75,25753419.475,100000000.0,6,3.0,16.67,15,12.5,939.98,57.71
Data entry / document indexing,Canada federal,CANADA,OPEN_PUBLIC,CAD,10,10,0,0.0,,599537.14,599537.14,599537.14,0,,,1,100.0,10000.0,57.7
Annual report / publication layout-production,France,FRANCE,COMPETITIVE_OTHER,EUR,7,7,0,0.0,,20734.375,22193.75,23653.125,0,,,2,50.0,5000.0,57.2
Market research / surveys / polling,Germany,GERMANY,OPEN_PUBLIC,EUR,19,5,0,0.0,,336961.46499999997,561574.31,786187.155,2,3.5,0.0,3,33.33,3333.33,56.84
Promotional merchandise / branded goods,Canada federal,CANADA,COMPETITIVE_OTHER,CAD,5,1,1,100.0,,167892.575,194083.15,218805.85499999998,0,,,2,66.67,5555.56,56.11
WordPress / Drupal / CMS implementation,United Kingdom,UNITED KINGDOM,COMPETITIVE_OTHER,GBP,5,5,0,0.0,400000.0,86250.0025,106958.33499999999,115231.0,2,12.0,0.0,6,25.0,2083.33,56.08
LMS / e-learning platform software,Canada federal,CANADA,OPEN_PUBLIC,CAD,10,7,1,14.29,,,,,0,,,,,,55.98
